encoder,depth,n_probes,budgeted,recall,recall_stderr,scan_mean,scan_p50,scan_p95,scan_max,n_ranges
rvq-L4xK16,3,80,1,0.528,0.0168,0.01,0.01,0.01,0.01,12.38
rvq-L4xK16,3,160,1,0.692,0.0169,0.02,0.02,0.02,0.02,24.24
rvq-L4xK16,3,400,1,0.8685,0.012,0.0495,0.05,0.05,0.05,53.5
rvq-L4xK16,4,1,0,0.041,0.0078,0.00022,0.00013,0.00063,0.00775,1.0
rvq-L4xK16,4,2,0,0.0625,0.0085,0.0003,0.00013,0.001,0.00775,1.95
rvq-L4xK16,4,4,0,0.0945,0.0105,0.00046,0.00025,0.00126,0.00813,3.78
rvq-L4xK16,4,8,0,0.1325,0.0121,0.00073,0.0005,0.00176,0.00863,7.14
rvq-L4xK16,4,16,0,0.1995,0.0151,0.00125,0.00088,0.00315,0.01025,13.28
rvq-L4xK16,4,32,0,0.267,0.0172,0.00202,0.00162,0.00487,0.01075,24.43
rvq-L4xK16,4,64,0,0.3625,0.0182,0.00329,0.00287,0.00751,0.01238,44.59
rvq-L4xK16,4,40,1,0.452,0.0154,0.00486,0.005,0.005,0.005,22.49
rvq-L4xK16,4,80,1,0.5595,0.0177,0.0079,0.0085,0.01,0.01,35.7
rvq-L4xK16,4,160,1,0.569,0.0182,0.00881,0.0085,0.01476,0.0195,39.11
rvq-L4xK16,4,400,1,0.569,0.0182,0.00881,0.0085,0.01476,0.0195,39.11
hkmeans-L5xK16,1,1,0,0.7695,0.0189,0.06834,0.07525,0.09675,0.09675,1.0
hkmeans-L5xK16,1,2,0,0.8775,0.0126,0.13948,0.1385,0.17675,0.18588,1.84
hkmeans-L5xK16,1,4,0,0.9595,0.0066,0.28348,0.28569,0.32499,0.34637,3.29
hkmeans-L5xK16,1,8,0,0.993,0.0022,0.54725,0.54425,0.59275,0.60888,4.46
hkmeans-L5xK16,1,16,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
hkmeans-L5xK16,1,32,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
hkmeans-L5xK16,1,64,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
hkmeans-L5xK16,1,40,1,0.0785,0.0114,0.005,0.005,0.005,0.005,1.0
hkmeans-L5xK16,1,80,1,0.144,0.0155,0.01,0.01,0.01,0.01,1.0
hkmeans-L5xK16,1,160,1,0.269,0.0197,0.02,0.02,0.02,0.02,1.0
hkmeans-L5xK16,1,400,1,0.6185,0.0225,0.05,0.05,0.05,0.05,1.27
hkmeans-L5xK16,2,1,0,0.385,0.0181,0.00513,0.00487,0.00937,0.01063,1.0
hkmeans-L5xK16,2,2,0,0.5475,0.0183,0.01014,0.00962,0.01652,0.01875,1.88
hkmeans-L5xK16,2,4,0,0.722,0.0154,0.01977,0.0195,0.02852,0.03325,3.52
hkmeans-L5xK16,2,8,0,0.848,0.0121,0.04005,0.04019,0.05438,0.05962,5.93
hkmeans-L5xK16,2,16,0,0.929,0.0082,0.07966,0.08063,0.10338,0.11775,9.23
hkmeans-L5xK16,2,32,0,0.973,0.0046,0.15893,0.15931,0.18997,0.2045,16.11
hkmeans-L5xK16,2,64,0,0.9935,0.0019,0.31169,0.31294,0.34294,0.35637,27.52
hkmeans-L5xK16,2,40,1,0.3905,0.0181,0.005,0.005,0.005,0.005,1.52
hkmeans-L5xK16,2,80,1,0.573,0.0181,0.01,0.01,0.01,0.01,2.46
hkmeans-L5xK16,2,160,1,0.74,0.0159,0.02,0.02,0.02,0.02,3.98
hkmeans-L5xK16,2,400,1,0.875,0.0113,0.05,0.05,0.05,0.05,7.11
hkmeans-L5xK16,3,1,0,0.177,0.009,0.00068,0.0005,0.00175,0.002,1.0
hkmeans-L5xK16,3,2,0,0.2975,0.0129,0.0014,0.00125,0.00263,0.00363,1.96
hkmeans-L5xK16,3,4,0,0.4565,0.0156,0.0028,0.00263,0.00451,0.0055,3.75
hkmeans-L5xK16,3,8,0,0.6135,0.0158,0.0057,0.00562,0.008,0.00937,7.19
hkmeans-L5xK16,3,16,0,0.7685,0.0138,0.01139,0.01131,0.015,0.01738,13.8
hkmeans-L5xK16,3,32,0,0.877,0.0111,0.02224,0.02212,0.02813,0.0325,26.05
hkmeans-L5xK16,3,64,0,0.9465,0.007,0.04368,0.04419,0.05326,0.05738,48.64
hkmeans-L5xK16,3,40,1,0.593,0.0169,0.005,0.005,0.005,0.005,6.67
hkmeans-L5xK16,3,80,1,0.7445,0.0146,0.01,0.01,0.01,0.01,12.53
hkmeans-L5xK16,3,160,1,0.861,0.0127,0.02,0.02,0.02,0.02,23.79
hkmeans-L5xK16,3,400,1,0.948,0.0076,0.05,0.05,0.05,0.05,55.35
hkmeans-L5xK16,4,1,0,0.1745,0.009,0.00066,0.0005,0.00163,0.00187,1.0
hkmeans-L5xK16,4,2,0,0.295,0.0129,0.00135,0.00125,0.00263,0.00363,2.0
hkmeans-L5xK16,4,4,0,0.454,0.0155,0.00267,0.00263,0.00438,0.00513,4.0
hkmeans-L5xK16,4,8,0,0.6105,0.0158,0.00541,0.00531,0.00776,0.00937,8.0
hkmeans-L5xK16,4,16,0,0.7655,0.0138,0.01082,0.01069,0.01401,0.01663,15.99
hkmeans-L5xK16,4,32,0,0.8745,0.0112,0.02116,0.02113,0.02589,0.02987,31.98
hkmeans-L5xK16,4,64,0,0.945,0.0071,0.04166,0.04219,0.04938,0.0555,63.92
hkmeans-L5xK16,4,40,1,0.5935,0.017,0.005,0.005,0.005,0.005,7.61
hkmeans-L5xK16,4,80,1,0.7485,0.0147,0.01,0.01,0.01,0.01,14.85
hkmeans-L5xK16,4,160,1,0.859,0.0127,0.02,0.02,0.02,0.02,30.0
hkmeans-L5xK16,4,400,1,0.947,0.0081,0.05,0.05,0.05,0.05,76.72
hkmeans-L5xK16,5,1,0,0.1745,0.009,0.00066,0.0005,0.00163,0.00187,1.0
hkmeans-L5xK16,5,2,0,0.295,0.0129,0.00135,0.00125,0.00263,0.00363,2.0
hkmeans-L5xK16,5,4,0,0.454,0.0155,0.00267,0.00263,0.00438,0.00513,4.0
hkmeans-L5xK16,5,8,0,0.6105,0.0158,0.00541,0.00531,0.00776,0.00937,8.0
hkmeans-L5xK16,5,16,0,0.7655,0.0138,0.01082,0.01069,0.01401,0.01663,16.0
hkmeans-L5xK16,5,32,0,0.8745,0.0112,0.02116,0.02113,0.02589,0.02987,32.0
hkmeans-L5xK16,5,64,0,0.945,0.0071,0.04166,0.04219,0.04938,0.0555,64.0
hkmeans-L5xK16,5,40,1,0.5935,0.017,0.005,0.005,0.005,0.005,7.61
hkmeans-L5xK16,5,80,1,0.7485,0.0147,0.01,0.01,0.01,0.01,14.85
hkmeans-L5xK16,5,160,1,0.859,0.0127,0.02,0.02,0.02,0.02,30.0
hkmeans-L5xK16,5,400,1,0.947,0.0081,0.05,0.05,0.05,0.05,76.73
rvq-L5xK16,1,1,0,0.7695,0.0189,0.06834,0.07525,0.09675,0.09675,1.0
rvq-L5xK16,1,2,0,0.8775,0.0126,0.13948,0.1385,0.17675,0.18588,1.84
rvq-L5xK16,1,4,0,0.9595,0.0066,0.28348,0.28569,0.32499,0.34637,3.29
rvq-L5xK16,1,8,0,0.993,0.0022,0.54725,0.54425,0.59275,0.60888,4.46
rvq-L5xK16,1,16,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
rvq-L5xK16,1,32,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
rvq-L5xK16,1,64,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
rvq-L5xK16,1,40,1,0.0745,0.0099,0.005,0.005,0.005,0.005,1.0
rvq-L5xK16,1,80,1,0.1425,0.0131,0.01,0.01,0.01,0.01,1.0
rvq-L5xK16,1,160,1,0.2795,0.0176,0.02,0.02,0.02,0.02,1.0
rvq-L5xK16,1,400,1,0.617,0.0231,0.05,0.05,0.05,0.05,1.27
rvq-L5xK16,2,1,0,0.3135,0.019,0.00728,0.00662,0.01525,0.0175,1.0
rvq-L5xK16,2,2,0,0.4585,0.0197,0.0133,0.01325,0.02339,0.02987,1.88
rvq-L5xK16,2,4,0,0.6135,0.0195,0.0235,0.02225,0.03739,0.0445,3.31
rvq-L5xK16,2,8,0,0.7485,0.0172,0.04002,0.03856,0.05675,0.0705,5.13
rvq-L5xK16,2,16,0,0.865,0.013,0.07149,0.07131,0.09715,0.11075,5.78
rvq-L5xK16,2,32,0,0.9455,0.0076,0.14016,0.13856,0.17727,0.18862,11.05
rvq-L5xK16,2,64,0,0.978,0.0044,0.27614,0.27631,0.31969,0.34963,19.93
rvq-L5xK16,2,40,1,0.2125,0.0128,0.005,0.005,0.005,0.005,1.34
rvq-L5xK16,2,80,1,0.3825,0.0174,0.01,0.01,0.01,0.01,2.02
rvq-L5xK16,2,160,1,0.5835,0.019,0.02,0.02,0.02,0.02,3.25
rvq-L5xK16,2,400,1,0.796,0.0161,0.05,0.05,0.05,0.05,5.62
rvq-L5xK16,3,1,0,0.1065,0.011,0.00088,0.0005,0.00264,0.00912,1.0
rvq-L5xK16,3,2,0,0.177,0.0138,0.00165,0.00119,0.00427,0.00925,1.91
rvq-L5xK16,3,4,0,0.2705,0.0167,0.00292,0.00256,0.00702,0.011,3.58
rvq-L5xK16,3,8,0,0.372,0.0179,0.00497,0.00462,0.01001,0.01463,6.51
rvq-L5xK16,3,16,0,0.476,0.0192,0.00849,0.00838,0.01487,0.02088,11.14
rvq-L5xK16,3,32,0,0.6075,0.0178,0.01428,0.01375,0.02251,0.02913,20.27
rvq-L5xK16,3,64,0,0.729,0.0164,0.02432,0.02363,0.03569,0.04537,35.3
rvq-L5xK16,3,40,1,0.3665,0.0149,0.005,0.005,0.005,0.005,6.79
rvq-L5xK16,3,80,1,0.5275,0.0168,0.01,0.01,0.01,0.01,12.38
rvq-L5xK16,3,160,1,0.6925,0.0169,0.02,0.02,0.02,0.02,24.24
rvq-L5xK16,3,400,1,0.8685,0.012,0.0495,0.05,0.05,0.05,53.5
rvq-L5xK16,4,1,0,0.041,0.0078,0.00022,0.00013,0.00063,0.00775,1.0
rvq-L5xK16,4,2,0,0.0625,0.0085,0.0003,0.00013,0.001,0.00775,1.95
rvq-L5xK16,4,4,0,0.0945,0.0105,0.00046,0.00025,0.00126,0.00813,3.78
rvq-L5xK16,4,8,0,0.1325,0.0121,0.00073,0.0005,0.00176,0.00863,7.14
rvq-L5xK16,4,16,0,0.1995,0.0151,0.00125,0.00088,0.00315,0.01025,13.28
rvq-L5xK16,4,32,0,0.267,0.0172,0.00202,0.00162,0.00487,0.01075,24.43
rvq-L5xK16,4,64,0,0.3625,0.0182,0.00329,0.00287,0.00751,0.01238,44.59
rvq-L5xK16,4,40,1,0.4515,0.0155,0.00486,0.005,0.005,0.005,22.49
rvq-L5xK16,4,80,1,0.5595,0.0177,0.0079,0.0085,0.01,0.01,35.7
rvq-L5xK16,4,160,1,0.569,0.0182,0.00881,0.0085,0.01476,0.0195,39.11
rvq-L5xK16,4,400,1,0.569,0.0182,0.00881,0.0085,0.01476,0.0195,39.11
rvq-L5xK16,5,1,0,0.017,0.0042,5e-05,0.0,0.00013,0.00162,1.0
rvq-L5xK16,5,2,0,0.0275,0.0058,7e-05,0.0,0.00025,0.0025,1.95
rvq-L5xK16,5,4,0,0.0355,0.0064,0.0001,0.0,0.00038,0.00275,3.81
rvq-L5xK16,5,8,0,0.054,0.0073,0.00017,0.00013,0.0005,0.00487,7.28
rvq-L5xK16,5,16,0,0.079,0.0095,0.00027,0.00013,0.00088,0.00675,13.92
rvq-L5xK16,5,32,0,0.105,0.0108,0.00039,0.00025,0.00112,0.00813,26.24
rvq-L5xK16,5,64,0,0.154,0.0136,0.00063,0.00038,0.00175,0.00825,49.31
rvq-L5xK16,5,40,1,0.277,0.0168,0.00147,0.00112,0.00364,0.005,9.03
rvq-L5xK16,5,80,1,0.279,0.0172,0.00152,0.00112,0.00364,0.0095,9.14
rvq-L5xK16,5,160,1,0.279,0.0172,0.00152,0.00112,0.00364,0.0095,9.14
rvq-L5xK16,5,400,1,0.279,0.0172,0.00152,0.00112,0.00364,0.0095,9.14
rqvae-L4xK8,2,1,0,0.449,0.0205,0.02599,0.02475,0.0505,0.05312,1.0
rqvae-L4xK8,2,2,0,0.63,0.0192,0.0487,0.04694,0.08812,0.10362,1.78
rqvae-L4xK8,2,4,0,0.816,0.0153,0.09227,0.08837,0.16587,0.1675,2.81
rqvae-L4xK8,2,8,0,0.9295,0.0091,0.1669,0.16313,0.26665,0.28325,2.94
rqvae-L4xK8,2,16,0,0.977,0.0052,0.33151,0.32156,0.43686,0.45288,5.5
rqvae-L4xK8,2,32,0,0.9935,0.0024,0.61662,0.61513,0.70274,0.73013,6.51
rqvae-L4xK8,2,64,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
rqvae-L4xK8,2,40,1,0.1025,0.0105,0.005,0.005,0.005,0.005,1.01
rqvae-L4xK8,2,80,1,0.1865,0.0135,0.01,0.01,0.01,0.01,1.1
rqvae-L4xK8,2,160,1,0.369,0.0178,0.02,0.02,0.02,0.02,1.34
rqvae-L4xK8,2,400,1,0.659,0.0191,0.05,0.05,0.05,0.05,2.1
rqvae-L4xK8,4,1,0,0.0975,0.0101,0.00125,0.00075,0.00339,0.00775,1.0
rqvae-L4xK8,4,2,0,0.147,0.0121,0.00243,0.00187,0.00664,0.00988,1.91
rqvae-L4xK8,4,4,0,0.2195,0.0146,0.00458,0.00381,0.01151,0.01713,3.58
rqvae-L4xK8,4,8,0,0.3205,0.0169,0.00788,0.00669,0.018,0.02212,6.42
rqvae-L4xK8,4,16,0,0.4315,0.0178,0.0135,0.01263,0.02579,0.0375,11.57
rqvae-L4xK8,4,32,0,0.576,0.0183,0.02279,0.02244,0.04088,0.05763,20.57
rqvae-L4xK8,4,64,0,0.714,0.0163,0.0384,0.03725,0.06438,0.08425,34.69
rqvae-L4xK8,4,40,1,0.2415,0.0129,0.005,0.005,0.005,0.005,5.33
rqvae-L4xK8,4,80,1,0.3825,0.0157,0.01,0.01,0.01,0.01,9.76
rqvae-L4xK8,4,160,1,0.554,0.0176,0.02,0.02,0.02,0.02,18.43
rqvae-L4xK8,4,400,1,0.7865,0.0144,0.04936,0.05,0.05,0.05,43.16
ae+rvq-L4xK8,2,1,0,0.3695,0.0206,0.02006,0.02025,0.03625,0.03913,1.0
ae+rvq-L4xK8,2,2,0,0.5395,0.021,0.03639,0.03475,0.06012,0.06838,1.75
ae+rvq-L4xK8,2,4,0,0.7315,0.0176,0.06976,0.068,0.10356,0.12075,2.72
ae+rvq-L4xK8,2,8,0,0.8845,0.0135,0.1346,0.13375,0.17928,0.20913,2.92
ae+rvq-L4xK8,2,16,0,0.9685,0.0065,0.26495,0.25956,0.34063,0.35587,5.26
ae+rvq-L4xK8,2,32,0,0.994,0.0018,0.49618,0.48962,0.55763,0.569,7.23
ae+rvq-L4xK8,2,64,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
ae+rvq-L4xK8,2,40,1,0.1005,0.0102,0.005,0.005,0.005,0.005,1.02
ae+rvq-L4xK8,2,80,1,0.204,0.0145,0.01,0.01,0.01,0.01,1.14
ae+rvq-L4xK8,2,160,1,0.367,0.0188,0.02,0.02,0.02,0.02,1.42
ae+rvq-L4xK8,2,400,1,0.6575,0.0189,0.05,0.05,0.05,0.05,2.53
ae+rvq-L4xK8,4,1,0,0.0745,0.0101,0.00066,0.00038,0.00263,0.006,1.0
ae+rvq-L4xK8,4,2,0,0.128,0.0123,0.00123,0.00075,0.004,0.00675,1.93
ae+rvq-L4xK8,4,4,0,0.181,0.0138,0.00208,0.00162,0.00551,0.00825,3.48
ae+rvq-L4xK8,4,8,0,0.2665,0.0163,0.00359,0.00325,0.008,0.0115,6.49
ae+rvq-L4xK8,4,16,0,0.378,0.0187,0.00645,0.00575,0.01265,0.0165,11.88
ae+rvq-L4xK8,4,32,0,0.5025,0.0188,0.01117,0.01044,0.01842,0.02212,20.95
ae+rvq-L4xK8,4,64,0,0.6285,0.0179,0.02021,0.01937,0.03087,0.0385,36.4
ae+rvq-L4xK8,4,40,1,0.3245,0.0151,0.005,0.005,0.005,0.005,9.29
ae+rvq-L4xK8,4,80,1,0.485,0.0171,0.01,0.01,0.01,0.01,17.41
ae+rvq-L4xK8,4,160,1,0.6385,0.0167,0.02,0.02,0.02,0.02,32.99
ae+rvq-L4xK8,4,400,1,0.82,0.0143,0.04866,0.05,0.05,0.05,70.91
